"","","b-actin","","","","","","","","","CD40","","","","","","","",""
"","","Expt1","","","Expt2","","","Expt3","","","Expt1","","","Expt2","","","Expt3","",""
"","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2",""
"","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct",""
"Set1","DC -siRNA - LPS","15.517014503479","15.753072738648","","15.534769058227","15.723768234253","","14.164778709412","14.146884918213","","22.70329284668","22.587238311768","","23.122783660889","22.935741424561","","22.634552001953","22.832227706909",""
"Set2","DC-siRNA + LPS","15.725811004639","15.739675521851","","15.796511650085","15.659927368164","","14.475612640381","14.501657485962","","18.375545501709","18.136661529541","","18.254566192627","18.156209945679","","18.409866333008","18.326801300049",""
"Set3","DC + Ctrl siRNA - LPS","15.652605056763","15.77038192749","","15.82688331604","15.789468765259","","14.539734840393","14.488972663879","","22.388475418091","22.19931602478","","22.424676895142","21.96280670166","","23.152235031128","23.007038116455",""
"Set4","DC+ Ctrl siRNA + LPS","15.750754356384","15.742460250854","","15.793732643127","15.738845825195","","14.408601760864","14.138997077942","","18.073078155518","17.815120697021","","18.220510482788","17.989442825317","","18.289329528809","18.349367141724",""
"Set5","DC + Runx1 siRNA - LPS","15.699293136597","15.685482978821","","15.813144683838","15.577551841736","","14.451968193054","14.462368965149","","22.42865562439","22.170282363892","","22.38328742981","22.5195541381836","","22.902671813965","22.716991424561",""
"Set6","DC+ Runx1 siRNA + LPS","15.705149650574","15.666501998901","","15.642442703247","15.811310768127","","14.353518486023","14.192388534546","","20.072225570679","20.052381515503","","20.212474822998","20.4587421417236","","20.672952651977","20.626831054688",""
"Set7","DC + Runx3 siRNA - LPS","15.803866386414","15.691385269165","","15.746584892273","15.794731140137","","14.289336204529","14.136912345886","","22.258024215698","22.372310638428","","22.273717880249","22.332641601562","","22.621561050415","22.843612670898",""
"Set8","DC+ Runx3 siRNA + LPS","15.548112869263","15.551347732544","","15.596977233887","15.759249687195","","14.157581329346","14.419028282166","","20.177412033081","20.103841781616","","20.073253631592","19.908174514771","","20.701166152954","21.194290161133",""
"Set9","DC + Runx1+3 siRNA - LPS","15.765298843384","15.674774169922","","15.683090209961","15.791440963745","","14.568642616272","14.437838554382","","22.378513336182","22.05809211731","","22.196954727173","22.863691329956","","22.950618743896","22.831951141357",""
"Set10","DC+ Runx1+ 3 siRNA + LPS","15.88277721405","15.861939430237","","15.926052093506","15.939209938049","","14.55153465271","14.225158691406","","20.515815734863","20.026096343994","","20.683994293213","20.624103546143","","21.018640518189","22.064064025879",""
