"","","","CD40","","","","","","","","","b-actin","","","","","","",""
"","","","Expt1","","","Expt2","","","Expt3","","","Expt1","","","Expt2","","","Expt3",""
"","","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2"
"","","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct"
"Set1","uninf","DC -siRNA - TNF","20.307409286499","20.708168029785","","24.632360458374","24.579622268677","","24.92820930481","24.634571075439","","15.382332801819","15.736312866211","","13.883429527283","13.747538566589","","13.805678367615","13.848288536072"
"Set2","","DC -siRNA + TNF","16.944337844849","16.954160690308","","21.193592071533","21.278633117676","","21.417022705078","21.421726226807","","15.488328933716","15.452845021057","","13.720860481262","13.850962638855","","13.808811187744","13.855007171631"
"Set3","LD Infected","DC-siRNA - TNF","20.359630584717","20.920600891113","","24.960178375244","24.906099319458","","24.713287353516","24.667184829712","","15.827348709106","15.897009849548","","13.528894424438","13.314208984375","","13.495401382446","13.381558418274"
"Set4",""," DC-siRNA + TNF","19.875846862793","19.899368286133","","24.404176712036","24.396688461304","","24.31494140625","24.259811401367","","15.904112815857","15.886293411255","","13.855007171631","13.798957824707","","13.858502388001","13.710266113281"
"Set5","","DC+ Ctrl siRNA -TNF","21.055624008179","21.102878570557","","24.669414520264","24.731296539307","","24.622257232666","24.779949188232","","15.41766166687","15.746938705444","","13.620791435242","13.720832824707","","13.723615646362","13.566120147705"
"Set6","","DC+ Ctrl siRNA + TNF","19.915775299072","19.554576873779","","24.507383346558","24.543054580689","","24.592065811157","24.605449676514","","15.892527580261","15.878128051758","","13.745360374451","13.742462158203","","13.876152992248","13.772930145264"
"Set7","","DC+SHP-1 siRNA - TNF","20.306251525879","20.369029998779","","24.612339019775","24.600254058838","","24.677450180054","24.95379447937","","15.314950942993","15.173295021057","","13.543405532837","13.499406814575","","13.228164672852","13.584909439087"
"Set8","","DC+SHP-1 siRNA + TNF","16.912477493286","16.934324264526","","21.296173095703","21.179582595825","","21.152730941773","21.556907653809","","15.420470942993","15.452841758728","","13.815537452698","13.777816772461","","13.571354866028","13.983714103699"
