"WRF Operations Schedule","","","","","","","","","","","","","","",""," 2016 ",""
"CREW","A","B","C","D","E","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","0CT","NOV","DEC"
"Monday","D","N","","","","","","7 ","","16 ","","25 ","","","3 ","","12 "
"Tuesday","D","N","R","","","","","8 ","","17 ","","26 ","","","4 ","","13 "
"Wednesday","D","N","R","","","","","9 ","","18 ","","27 ","","","5 ","","14 "
"Thursday","","N","R","D","","","","10 ","","19 ","","28 ","","","6 ","","15 "
"Friday","","","R","D","N","1 ","","11 ","","20 ","","29 ","","","7 ","","16 "
"Saturday","","","","D","N","2 ","","12 ","","21 ","","30 ","","","8 ","","17 "
"Sunday","","","","D","N","3 ","","13 ","","22 ","","31 ","","","9 ","","18 "
"Monday","D","N","","","","4 ","","14 ","","23 ","","","1 ","","10 ","","19 "
"Tuesday","D","N","R","","","5 ","","15 ","","24 ","","","2 ","","11 ","","20 "
"Wednesday","D","N","R","","","6 ","","16 ","","25 ","","","3 ","","12 ","","21 "
"Thursday","","N","R","D","","7 ","","17 ","","26 ","","","4 ","","13 ","","22 "
"Friday","","","R","D","N","8 ","","18 ","","27 ","","","5 ","","14 ","","23 "
"Saturday","","","","D","N","9 ","","19 ","","28 ","","","6 ","","15 ","","24 "
"Sunday","","","","D","N","10 ","","20 ","","29 ","","","7 ","","16 ","","25 "
"Monday","N","","D","","","11 ","","21 ","","30 ","","","8 ","","17 ","","26 "
"Tuesday","N","","D","R","","12 ","","22 ","","31 ","","","9 ","","18 ","","27 "
"Wednesday","N","","D","R","","13 ","","23 ","","","1 ","","10 ","","19 ","","28 "
"Thursday","N","","","R","D","14 ","","24 ","","","2 ","","11 ","","20 ","","29 "
"Friday","","N","","R","D","15 ","","25 ","","","3 ","","12 ","","21 ","","30 "
"Saturday","","N","","","D","16 ","","26 ","","","4 ","","13 ","","22 ","","31 "
"Sunday","","N","","","D","17 ","","27 ","","","5 ","","14 ","","23 ","",""
"Monday","N","","D","","","18 ","","28 ","","","6 ","","15 ","","24 ","",""
"Tuesday","N","","D","R","","19 ","","29 ","","","7 ","","16 ","","25 ","",""
"Wednesday","N","","D","R","","20 ","","30 ","","","8 ","","17 ","","26 ","",""
"Thursday","N","","","R","D","21 ","","31 ","","","9 ","","18 ","","27 ","",""
"Friday","","N","","R","D","22 ","","","1 ","","10 ","","19 ","","28 ","",""
"Saturday","","N","","","D","23 ","","","2 ","","11 ","","20 ","","29 ","",""
"Sunday","","N","","","D","24 ","","","3 ","","12 ","","21 ","","30 ","",""
"Monday","","","N","D","","25 ","","","4 ","","13 ","","22 ","","31 ","",""
"Tuesday","","","N","D","R","26 ","","","5 ","","14 ","","23 ","","","1 ",""
"Wednesday","","","N","D","R","27 ","","","6 ","","15 ","","24 ","","","2 ",""
"Thursday","","D","N","","R","28 ","","","7 ","","16 ","","25 ","","","3 ",""
"Friday","N","D","","","R","29 ","","","8 ","","17 ","","26 ","","","4 ",""
"Saturday","N","D","","","","30 ","","","9 ","","18 ","","27 ","","","5 ",""
"Sunday","N","D","","","","31 ","","","10 ","","19 ","","28 ","","","6 ",""
"Monday","","","N","D","","","1 ","","11 ","","20 ","","29 ","","","7 ",""
"Tuesday","","","N","D","R","","2 ","","12 ","","21 ","","30 ","","","8 ",""
"Wednesday","","","N","D","R","","3 ","","13 ","","22 ","","31 ","","","9 ",""
"Thursday","","D","N","","R","","4 ","","14 ","","23 ","","","1 ","","10 ",""
"Friday","N","D","","","R","","5 ","","15 ","","24 ","","","2 ","","11 ",""
"Saturday","N","D","","","","","6 ","","16 ","","25 ","","","3 ","","12 ",""
"Sunday","N","D","","","","","7 ","","17 ","","26 ","","","4 ","","13 ",""
"Monday","","","","N","D","","8 ","","18 ","","27 ","","","5 ","","14 ",""
"Tuesday","","R","","N","D","","9 ","","19 ","","28 ","","","6 ","","15 ",""
"Wednesday","","R","","N","D","","10 ","","20 ","","29 ","","","7 ","","16 ",""
"Thursday","D","R","","N","","","11 ","","21 ","","30 ","","","8 ","","17 ",""
"Friday","D","R","N","","","","12 ","","22 ","","","1 ","","9 ","","18 ",""
"Saturday","D","","N","","","","13 ","","23 ","","","2 ","","10 ","","19 ",""
"Sunday","D","","N","","","","14 ","","24 ","","","3 ","","11 ","","20 ",""
"Monday","","","","N","D","","15 ","","25 ","","","4 ","","12 ","","21 ",""
"Tuesday","","R","","N","D","","16 ","","26 ","","","5 ","","13 ","","22 ",""
"Wednesday","","R","","N","D","","17 ","","27 ","","","6 ","","14 ","","23 ",""
"","","","","","","","","","","","","","","","","",""
