"AJ19 England and Wales","","zero","","","","","","","","ADJUSTMENT FACTOR","","","","","","","","","","","","","",""
"","","Zero hours contract","","","No","","","","","","","Economic activity (reported) from MM05","","","","","","","","","","","",""
"","","Count","Unweighted Count","Row N %","Count","Unweighted Count","Row N %","","","","","In employment","ILO unemployed","Inactive","Under 16","Total","","","","","Adj factor","","Total","% zero hour"
"religion",".00","2004","2","0.027630708140304","70524","70","0.9723692918597","","","","","Count","Count","Count","Count","Count","","","",".00","2577.8107372157","2","72528","3.6"
"","No religion","254239","299","0.019978989916008","12471079","15205","0.98002101008399","","","Individual outcome","Personal response","14196841","545905","3631463","0","18374209","","","","No religion","327035.94012923","299","12725318","2.6"
"","Christian","281010","341","0.022174376722941","12391725","15520","0.97782562327706","","","","Proxy response","7522421","294852","2379095","0","10196368","","","","Christian","361472.35292663","341","12672735","2.9"
"","Buddhist","2153","3","0.017690607462429","119550","131","0.98230939253757","","","","Non-response","0","0","0","0","0","","","","Buddhist","2769.4743099927","3","121703","2.3"
"","Hindu","8333","10","0.016296333960441","503009","530","0.98370366603956","","","","Child under 16","0","0","0","0","0","","","","Hindu","10719.010415777","10","511342","2.1"
"","Jewish","688","1","0.0051309970392357","133399","141","0.99486900296076","","","","Data bf from previous quarter","6218935","314967","1609191","0","8143093","","AJ19 England and Wales","","Jewish","884.99689980258","1","134087","0.7"
"","Muslim","34245","38","0.031835705633372","1041434","1112","0.96816429436663","","","","Economically inactive 70+","0","0","0","0","0","","1.2863327032014","","Muslim","44050.463421133","38","1075679","4.1"
"","Sikh","2536","4","0.014845515319682","168290","184","0.98515448468032","","","","Total","27938197","1155724","7619749","0","36713670","","","","Sikh","3262.1397353188","4","170826","1.9"
"","Any other religion","9985","12","0.021994409433035","443994","517","0.97800559056697","","","","","","","","","","","","","Any other religion","12844.032041466","12","453979","2.8"
"","Total","595193","710","0.02130391592557","27343004","33410","0.97869608407443","","","","","Not feasible due to poor sample sizes","","","","","","","","Total","765616.22061657","710","27938197","2.7"
