"","","CD40","","","","","","","","","b-actin","","","","","","",""
"","","Expt1","","","Expt2","","","Expt3","","","Expt1","","","Expt2","","","Expt3",""
"","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2","","repli1","repli2"
"","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct","","ct","ct"
"Set1","DC -siRNA -SAG","23.465755462646","23.277828216553","","23.266994476318","23.244518280029","","23.504224777222","23.648885726929","","15.72264957428","15.370510101318","","16.855585098267","16.856863021851","","16.918975830078","16.914987564087"
"Set2","DC-siRNA +SAG","20.686794281006","20.868412017822","","20.712438583374","20.887958526611","","20.350860595703","20.431100845337","","15.844573020935","15.814086914062","","16.901819229126","16.957607269287","","16.423950195312","16.501667022705"
"Set3","DC + Ctrl siRNA-SAG","23.20295715332","23.084329605102","","23.51388168335","23.71594619751","","23.685417175293","23.944761276245","","15.345649719238","15.450329780579","","16.84977722168","16.851037979126","","16.630535125732","16.824602127075"
"Set4","DC+ Ctrl siRNA +SAG","20.819786071777","20.973899841309","","20.717470169067","20.773681640625","","20.184541702271","20.043113708496","","15.951807022095","15.936810493469","","16.880535125732","16.906200408936","","16.401594161987","16.271335601807"
"Set5","DC + Runx1 siRNA-SAG","23.257911682129","23.225204467773","","23.310863494873","23.234817504883","","23.584468841553","23.20662689209","","15.70495891571","15.653469085693","","16.798757553101","16.80943107605","","16.73899269104","16.675271987915"
"Set6","DC+ Runx1 siRNA +SAG","21.253032684326","21.208026885986","","20.950206756592","20.883129119873","","21.583372116089","21.457996368408","","15.512487411499","15.357472419739","","16.725667953491","16.802024841309","","16.900684356689","16.808181762695"
"Set7","DC + Runx3 siRNA-SAG","23.248306274414","23.111276626587","","23.319076538086","23.670402526856","","23.033567428589","23.026699066162","","15.607486724853","15.656957626343","","16.71466255188","16.797950744629","","16.594783782959","16.617511749268"
"Set8","DC+ Runx3 siRNA +SAG","21.008981704712","20.993133544922","","20.977212905884","20.750780105591","","21.556728363037","21.573455810547","","15.367920875549","15.349785804748","","16.779302597046","16.605844497681","","16.878860473633","16.902215957642"
"Set9","DC + Runx1+3 siRNA-SAG","23.104099273682","23.061538696289","","23.538770675659","23.468147277832","","23.620512008667","23.369588851929","","15.56334400177","15.548686981201","","16.626853942871","16.93701171875","","16.666471481323","16.572065353394"
"Set10","DC+ Runx1+ 3 siRNA +SAG","22.647470474243","22.804550170898","","21.017635345459","21.030504226685","","22.033170700073","21.914505004883","","15.729172706604","15.604085922241","","16.234563827515","16.469049453735","","16.425632476807","16.288528442383"
