"d","","","LiST Input Data - MNH Coverage Data WITH Mitigation Measures","","","","","","",""
"","","","","","","","","","",""
"HIDDEN","","","2. Data to be Entered into LiST Module","","","","","","",""
"Selected","x","Int# in LiST","","","","2019 Pre-COVID","2020 With COVID","2021 WITH Mitigation","",""
"","68","9","Periconceptual","","Folic acid supplementation/fortification","","","","",""
"x","34","10","","","Safe abortion services","2.2","1.9","2.2","",""
"","35","11","","","Post abortion case management","","","","",""
"","38","12","","","Ectopic pregnancy case management","","","","",""
"","72","13","","","Blanket iron supplementation/fortification","","","","",""
"x","9","14","Pregnancy/ Antenatal Care","","Antenatal care (at least 1 visit)","67.5","53.3","61.9","",""
"x","10","15","","","Antenatal care (at least 4 visits)","30.1","23.8","27.6","",""
"","","","","","Routine","","","","",""
"x","11","16","","","TT - Tetanus toxoid vaccination","88.0","69.5","80.6","",""
"","12","17","","","IPTp - Intermittent preventive treatment of malaria during pregnancy","","","","",""
"x","13","18","","","Syphilis detection and treatment","16.7","13.2","15.3","",""
"","","","","","Nutritional","","","","",""
"","14","19","","","Calcium supplementation","","","","",""
"","","","","","Micronutrient supplementation (iron and multiple m.)","","","","",""
"x","15","20","","","Iron supplementation in pregnancy","5.2","4.1","4.8","",""
"","16","21","","","Multiple micronutrient supplementation in pregnancy","","","","",""
"","17","22","","","Balanced energy supplementation","","","","",""
"","","","","","Case Management","","","","",""
"x","18","23","","","Hypertensive disorder case management","7.2","5.7","6.6","",""
"x","19","24","","","Diabetes case management","5.6","4.4","5.1","",""
"x","20","25","","","Malaria case management","0.0","0.0","0.0","",""
"x","21","26","","","MgSO4 management of pre-eclampsia","14.3","11.3","13.1","",""
"x","22","27","Childbirth/ Delivery Care","","Health Facility Delivery","72.7","62.5","72.5","",""
"","","","","","Routine","","","","",""
"x","23","28","","","Clean birth environment","59.6","51.3","59.5","",""
"x","39","29","","","Immediate drying and additional stimulation","66.6","55.9","64.9","",""
"x","40","30","","","Thermal protection","71.9","60.4","70.1","",""
"x","41","31","","","Clean cord care","69.4","58.3","67.6","",""
