"Date","Production (MBPD)","","","","","","",""
"","Planned","","","","Actual","","",""
"","U19.3","U36","U42","Total","U19.3","U36","U42","Total"
"1/30/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  11.22 ","  8.24 ","  24.18 ","  43.63 "
"1/31/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  11.20 ","  8.23 ","  24.06 ","  43.49 "
"2/1/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  11.68 ","  8.16 ","  24.30 ","  44.14 "
"2/2/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  8.24 ","  7.96 ","  19.39 ","  35.59 "
"2/3/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  10.62 ","  8.11 ","  24.36 ","  43.09 "
"2/4/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  11.67 ","  8.05 ","  24.76 ","  44.48 "
"2/5/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  11.77 ","  8.07 ","  25.42 ","  45.26 "
"2/6/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","  12.46 ","  8.06 ","  25.62 ","  46.15 "
"2/7/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/8/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/9/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/10/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/11/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/12/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/13/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/14/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/15/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/16/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/17/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/18/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/19/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/20/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/21/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/22/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/23/2017","  15.75 ","  5.50 ","  25.00 ","  46.25 ","","","",""
"2/24/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"2/25/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"2/26/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"2/27/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"2/28/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"3/1/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"3/2/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"3/3/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"3/4/2017","  6.83 ","0","  15.00 ","  21.83 ","","","",""
"3/5/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/6/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/7/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/8/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/9/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/10/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/11/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/12/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/13/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/14/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/15/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/16/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/17/2017","  6.83 ","0","  6.00 ","  12.83 ","","","",""
"3/18/2017","  6.83 ","0","  25.00 ","  31.83 ","","","",""
"3/19/2017","  6.83 ","  4.50 ","  25.00 ","  36.33 ","","","",""
"3/20/2017","  6.83 ","  4.50 ","  25.00 ","  36.33 ","","","",""
"3/21/2017","  6.83 ","  4.50 ","  25.00 ","  36.33 ","","","",""
"3/22/2017","  6.83 ","  4.50 ","  25.00 ","  36.33 ","","","",""
"3/23/2017","  6.83 ","  4.50 ","  25.00 ","  36.33 ","","","",""
"3/24/2017","  6.83 ","  4.50 ","  20.00 ","  31.33 ","","","",""
"3/25/2017","  6.83 ","  4.50 ","  20.00 ","  31.33 ","","","",""
"3/26/2017","  6.83 ","  4.50 ","  20.00 ","  31.33 ","","","",""
"3/27/2017","  12.02 ","  4.50 ","  20.00 ","  36.52 ","","","",""
"3/28/2017","  12.02 ","  4.50 ","  20.00 ","  36.52 ","","","",""
"3/29/2017","  12.02 ","  4.50 ","  20.00 ","  36.52 ","","","",""
"3/30/2017","  12.02 ","  4.50 ","  20.00 ","  36.52 ","","","",""
