"","","","","","CAPIK GROUP","","","","","","","","","","","","","12/9/2024","",""
"","","","","","","Customer listing of outstanding bills","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","",""," [ AsOnDate to 06/11/2024 ]","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"Voucher","Date","Particulars","Invoice Amount","Balance Amount","Due Date","Outlet Code","Branch Code","Branch Name","Sales Type Name","Employee Name","Account Credit Days","Account Credit Limit","1","2","3","4","5","6","CUSTOMER NAME","DAYS"
"G CO PVT ","","","","","","","","","","","","","","","","","","","G CO PVT "," "
"SiVe:2024LBI-26609","09/11/2024","G CO PVT ","-76.601","-76.601","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Rag","30","300.000","","","","","","","G CO PVT ","30"
"SiVe:2024LBI-26611","09/11/2024","G CO PVT ","-0.800","-0.800","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Rag","30","300.000","","","","","","","G CO PVT ","30"
"SiVe:2024LBI-26617","09/11/2024","G CO PVT ","-20.000","-20.000","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Rag","30","300.000","","","","","","","G CO PVT ","30"
"SiVe:2024LBI-26664","09/11/2024","G CO PVT ","-16.817","-16.817","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Rag","30","300.000","","","","","","","G CO PVT ","30"
"Sub Total","","","-114.218","-114.218","","","","","","","120","1,200.000","","","","","","","G CO PVT "," "
"DRAGON PVT LTD","","","","","","","","","","","","","","","","","","","DRAGON PVT LTD"," "
"SiVe:2024CBO-31768","08/10/2024","DRAGON PVT LTD","-93.764","-93.764","07/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","62"
"SiVe:2024CBO-32505","14/10/2024","DRAGON PVT LTD","-15.180","-15.180","13/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","56"
"SiVe:2024CBO-32897","16/10/2024","DRAGON PVT LTD","-48.400","-48.400","15/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","54"
"SiVe:2024CBO-33807","23/10/2024","DRAGON PVT LTD","-8.690","-8.690","22/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","47"
"SiVe:2024CBO-33845","24/10/2024","DRAGON PVT LTD","-8.690","-8.690","23/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","46"
"SiVe:2024CBO-33994","26/10/2024","DRAGON PVT LTD","-50.985","-50.985","25/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","44"
"SiVe:2024CBO-34567","30/10/2024","DRAGON PVT LTD","-14.850","-14.850","29/11/2024","SHOP CBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","700.000","","","","","","","DRAGON PVT LTD","40"
"Sub Total","","","-240.559","-240.559","","","","","","","210","4,900.000","","","","","","","DRAGON PVT LTD"," "
"MY COMPUTER","","","","","","","","","","","","","","","","","","","MY COMPUTER"," "
"SiVe:2024LBI-19757","24/08/2024","MY COMPUTER","-195.350","-28.140","18/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024LBI-19758","24/08/2024","MY COMPUTER","-3.500","-3.500","18/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024LBI-19759","24/08/2024","MY COMPUTER","-13.860","-13.860","18/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024LBI-19760","24/08/2024","MY COMPUTER","-16.500","-16.500","18/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024LBI-19761","24/08/2024","MY COMPUTER","-6.500","-6.500","18/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024LBI-19829","25/08/2024","MY COMPUTER","-7.700","-7.700","19/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","106"
"SiVe:2024LBI-20545","03/09/2024","MY COMPUTER","-23.100","-23.100","28/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","97"
"SiVe:2024LBI-20548","03/09/2024","MY COMPUTER","-7.000","-7.000","28/09/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","97"
"SiVe:2024LBI-20787","06/09/2024","MY COMPUTER","-1.760","-1.760","01/10/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","94"
"SiVe:2024LBI-21078","09/09/2024","MY COMPUTER","-11.550","-11.550","04/10/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","91"
"SiVe:2024LBI-21616","15/09/2024","MY COMPUTER","-8.350","-8.350","10/10/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","85"
