"Department for Transport statistics","","","","","","","","","","","","","","","","",""
"https://www.gov.uk/government/organisations/department-for-transport/series/transport-accessibility-statistics--3","","","","","","","","","","","","","","","","",""
"Table ACS0202","","","","","","","","","","","","","","","","",""
"Users1 with access to key services within lower2 and upper2 threshold by mode of travel, England, 2007 to 2013","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Number / Percentage"
"","","Key services","","","","","","","","","","","","","","",""
"","","Employment","","Primary school","","Secondary school","","Further Education","","GP","","Hospital","","Food store","","Town Centres",""
"Year","Mode","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2","Lower threshold2","Upper threshold2"
"Number of people with access","","","","","","","","","","","","","","","","",""
"2007","Public Transport / Walking","34,974,300","36,560,000","3,278,100","3,348,500","2,586,000","2,906,300","2,410,000","2,620,100","18,848,800","20,818,600","16,246,800","20,503,100","20,061,500","20,934,000","..",".."
"","Cycle","35,369,500","36,607,800","3,334,200","3,359,000","2,765,000","2,925,800","2,489,900","2,625,400","19,742,800","20,884,400","18,434,100","20,722,200","20,189,600","20,931,000","..",".."
"","Car","36,886,300","36,890,800","3,359,700","3,359,700","2,948,500","2,948,600","2,641,400","2,641,500","21,066,400","21,068,300","21,066,800","21,068,300","21,066,400","21,068,300","..",".."
"2008","Public Transport / Walking","36,312,900","37,290,900","3,238,300","3,308,200","2,525,400","2,861,700","2,445,400","2,673,900","18,811,000","20,816,500","16,169,400","20,479,900","20,051,700","20,921,300","..",".."
"","Cycle","36,370,100","37,355,000","3,294,000","3,318,500","2,720,300","2,883,000","2,535,300","2,679,000","19,736,800","20,878,700","18,425,800","20,716,400","20,190,300","20,922,700","..",".."
"","Car","37,466,700","37,468,000","3,319,200","3,319,200","2,905,700","2,905,800","2,697,900","2,698,000","21,060,700","21,062,600","21,060,800","21,062,600","21,060,300","21,062,600","..",".."
"2009","Public Transport / Walking","36,622,200","37,577,600","3,220,100","3,275,700","2,535,400","2,834,400","2,454,400","2,667,400","20,764,900","22,035,800","16,012,300","21,177,800","21,240,200","22,054,700","13,449,600","20,449,000"
"","Cycle","36,562,400","37,636,000","3,262,200","3,288,000","2,690,500","2,848,700","2,513,900","2,644,000","21,222,300","22,119,700","18,127,000","20,402,500","21,213,200","22,046,900","16,514,600","20,149,500"
"","Car","37,763,500","37,763,900","3,288,700","3,288,700","2,875,900","2,876,000","2,695,200","2,695,300","22,202,500","22,203,400","22,200,500","22,203,400","22,201,200","22,203,400","22,101,000","22,201,800"
"2010","Public Transport / Walking","  36,501,600 ","  37,770,000 ","  3,204,300 ","  3,275,400 ","  2,447,000 ","  2,796,000 ","  2,418,100 ","  2,651,100 ","  20,619,000 ","  21,920,000 ","  14,678,500 ","  20,601,100 ","  21,147,800 ","  21,947,900 ","  12,854,400 ","  20,109,100 "
"","Cycle","  36,869,200 ","  37,924,500 ","  3,271,800 ","  3,293,500 ","  2,673,100 ","  2,832,600 ","  2,526,600 ","  2,669,100 ","  21,371,200 ","  22,073,100 ","  18,193,700 ","  21,336,100 ","  21,294,700 ","  22,011,900 ","  17,153,400 ","  20,519,400 "
"","Car","  38,048,100 ","  38,049,700 ","  3,294,000 ","  3,294,000 ","  2,855,000 ","  2,855,200 ","  2,683,300 ","  2,683,400 ","  22,151,800 ","  22,152,300 ","  22,145,900 ","  22,152,300 ","  22,149,100 ","  22,151,500 ","  22,042,700 ","  22,150,100 "
"","Car (new method)3","  38,008,300 ","  38,018,500 ","  3,291,600 ","  3,291,800 ","  2,852,400 ","  2,853,400 ","  2,680,800 ","  2,681,700 ","  22,127,200 ","  22,134,800 ","  22,063,000 ","  22,134,400 ","  22,123,600 ","  22,134,500 ","  21,561,700 ","  22,123,100 "
"2011","Public Transport / Walking","  35,567,100 ","  37,147,100 ","  3,186,200 ","  3,271,100 ","  2,404,000 ","  2,789,500 ","  2,380,500 ","  2,615,100 ","  20,415,600 ","  22,093,900 ","  13,701,100 ","  20,421,200 ","  21,266,700 ","  22,146,300 ","  12,510,700 ","  20,126,300 "
"","Public Transport / Walking5 (revised)","  36,180,100 ","  37,288,500 ","  3,249,000 ","  3,287,100 ","  2,583,200 ","  2,810,800 ","  2,446,000 ","  2,626,900 ","  21,232,000 ","  22,213,000 ","  15,048,400 ","  20,828,800 ","  21,629,600 ","  22,231,700 ","  14,256,600 ","  20,549,500 "
"","Cycle","  36,264,900 ","  37,339,600 ","  3,288,900 ","  3,289,100 ","  2,670,300 ","  2,831,500 ","  2,494,700 ","  2,635,600 ","  21,534,500 ","  22,253,100 ","  17,932,800 ","  21,336,300 ","  21,534,500 ","  22,253,100 ","  17,333,600 ","  20,737,400 "
"","Car (new method)3","  37,397,400 ","  37,407,700 ","  3,288,900 ","  3,289,100 ","  2,849,200 ","  2,851,200 ","  2,645,100 ","  2,647,000 ","  22,342,900 ","  22,351,100 ","  22,194,600 ","  22,350,700 ","  22,335,900 ","  22,350,800 ","  21,683,200 ","  22,330,700 "
"2012","Public Transport / Walking4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","Cycle","  37,232,000 ","  38,241,000 ","  3,424,900 ","  3,445,400 ","  2,592,900 ","  2,743,100 ","  2,452,400 ","  2,588,200 ","  21,265,500 ","  22,012,200 ","  18,307,300 ","  21,367,800 ","  21,305,900 ","  21,983,200 ","  17,247,100 ","  20,545,800 "
"","Car (new method)","  38,282,900 ","  38,289,400 ","  3,441,200 ","  3,441,300 ","  2,762,000 ","  2,763,400 ","  2,599,400 ","  2,600,700 ","  22,058,300 ","  22,067,200 ","  21,980,900 ","  22,066,900 ","  22,056,900 ","  22,066,800 ","  21,499,400 ","  22,048,600 "
"2013","Public Transport / Walking","  38,034,600 ","  38,987,100 ","  3,405,300 ","  3,440,600 ","  2,536,000 ","  2,731,300 ","  2,458,700 ","  2,622,100 ","  21,301,800 ","  22,304,600 ","  15,716,500 ","  21,416,700 ","  21,792,500 ","  22,332,800 ","  14,226,400 ","  20,751,300 "
"","Cycle","  38,022,400 ","  39,032,100 ","  3,426,700 ","  3,447,200 ","  2,595,600 ","  2,744,500 ","  2,496,200 ","  2,628,400 ","  21,579,100 ","  22,370,900 ","  18,710,000 ","  21,722,100 ","  21,712,100 ","  22,362,300 ","  17,466,200 ","  20,809,000 "
