"","","Date:","1/13/2020","",""
"","","Months involved","24","",""
"","","","","",""
"","","","","TOTAL ",""
"Supplier","","ITEM CODE","Item Description","TOTAL SALE",""
"BAN","","BANWFAPJN-------NVY------2XL","WFA Mens Polar Fleece Jacket Navy 2XL","2",""
"BAN","","BANWFAPJN-------NVY------3XL","WFA Mens Polar Fleece Jacket Navy 3XL","2",""
"BAN","","BANWFAPJN-------NVY------5XL","WFA Mens Polar Fleece Jacket Navy 5XL","0",""
"BAN","","BANWFAPJN-------NVY------L--","WFA Mens Polar Fleece Jacket Navy L","11",""
"BAN","","BANWFAPJN-------NVY------M--","WFA Mens Polar Fleece Jacket Navy M","11",""
"BAN","","BANWFAPJN-------NVY------S--","WFA Mens Polar Fleece Jacket Navy S","11",""
"BAN","","BANWFAPJN-------NVY------XL-","WFA Mens Polar Fleece Jacket Navy XL","6",""
"BAN","","BANWFAPJW-------NVY------10-","WFA Womens Polar Fleece Jacket Navy 10","18",""
"BAN","","BANWFAPJW-------NVY------12-","WFA Womens Polar Fleece Jacket Navy 12","13",""
"BAN","","BANWFAPJW-------NVY------14-","WFA Womens Polar Fleece Jacket Navy 14","7",""
"BAN","","BANWFAPJW-------NVY------16-","WFA Womens Polar Fleece Jacket Navy 16","13",""
"BAN","","BANWFAPJW-------NVY------18-","WFA Womens Polar Fleece Jacket Navy 18","8",""
"BAN","","BANWFAPJW-------NVY------20-","WFA Womens Polar Fleece Jacket Navy 20","5",""
"BAN","","BANWFAPJW-------NVY------22-","WFA Womens Polar Fleece Jacket Navy 22","9",""
"BAN","","BANWFAPJW-------NVY------8--","WFA Womens Polar Fleece Jacket Navy 8","6",""
"BAR","","BARWFA3LV-------NVY------10-","WFA Womens Polar Fleece Vest Navy 10","0",""
"BAR","","BARWFA3LV-------NVY------12-","WFA Womens Polar Fleece Vest Navy 12","0",""
"BAR","","BARWFA3LV-------NVY------14-","WFA Womens Polar Fleece Vest Navy 14","0","s"
"BAR","","BARWFA3LV-------NVY------16-","WFA Womens Polar Fleece Vest Navy 16","1",""
"BAR","","BARWFA3LV-------NVY------18-","WFA Womens Polar Fleece Vest Navy 18","0",""
"BAR","","BARWFA3LV-------NVY------20-","WFA Womens Polar Fleece Vest Navy 20","1",""
"BAR","","BARWFA3LV-------NVY------22-","WFA Womens Polar Fleece Vest Navy 22","0",""
"BAR","","BARWFA3LV-------NVY------8--","WFA Womens Polar Fleece Vest Navy 8","2",""
"BAR","","BARWFA3OV-------NVY------2XL","WFA Mens Polar Fleece Vest Navy 2XL","0",""
"BAR","","BARWFA3OV-------NVY------3XL","WFA Mens Polar Fleece Vest Navy 3XL","0",""
"BAR","","BARWFA3OV-------NVY------5XL","WFA Mens Polar Fleece Vest Navy 5XL","0",""
"BAR","","BARWFA3OV-------NVY------L--","WFA Mens Polar Fleece Vest Navy L","0",""
"BAR","","BARWFA3OV-------NVY------M--","WFA Mens Polar Fleece Vest Navy M","0",""
"BAR","","BARWFA3OV-------NVY------S--","WFA Mens Polar Fleece Vest Navy S","0",""
"BAR","","BARWFA3OV-------NVY------XL-","WFA Mens Polar Fleece Vest Navy XL","0",""
"BIZ","","BIZWFA20112-----NVY------10-","WFA Ladies Bandless Lined Skirt Navy 10","2",""
"BIZ","","BIZWFA20112-----NVY------12-","WFA Ladies Bandless Lined Skirt Navy 12","9",""
"BIZ","","BIZWFA20112-----NVY------14-","WFA Ladies Bandless Lined Skirt Navy 14","4",""
"BIZ","","BIZWFA20112-----NVY------16-","WFA Ladies Bandless Lined Skirt Navy 16","3",""
"BIZ","","BIZWFA20112-----NVY------18-","WFA Ladies Bandless Lined Skirt Navy 18","0",""
"BIZ","","BIZWFA20112-----NVY------20-","WFA Ladies Bandless Lined Skirt Navy 20","0",""
"BIZ","","BIZWFA20112-----NVY------22-","WFA Ladies Bandless Lined Skirt Navy 22","3",""
"BIZ","","BIZWFA20112-----NVY------24-","WFA Ladies Bandless Lined Skirt Navy 24","0",""
"BIZ","","BIZWFA20112-----NVY------26-","WFA Ladies Bandless Lined Skirt Navy 26","0",""
"BIZ","","BIZWFA20112-----NVY------6--","WFA Ladies Bandless Lined Skirt Navy 6","0",""
"BIZ","","BIZWFA20112-----NVY------8--","WFA Ladies Bandless Lined Skirt Navy 8","1",""
"BIZ","","BIZWFA20115-----NVY------10-","WFA Ladies Multi Pleat Skirt Navy 10","4",""
"BIZ","","BIZWFA20115-----NVY------12-","WFA Ladies Multi Pleat Skirt Navy 12","6",""
"BIZ","","BIZWFA20115-----NVY------14-","WFA Ladies Multi Pleat Skirt Navy 14","4",""
"BIZ","","BIZWFA20115-----NVY------16-","WFA Ladies Multi Pleat Skirt Navy 16","7",""
"BIZ","","BIZWFA20115-----NVY------18-","WFA Ladies Multi Pleat Skirt Navy 18","8",""
"BIZ","","BIZWFA20115-----NVY------20-","WFA Ladies Multi Pleat Skirt Navy 20","3",""
"BIZ","","BIZWFA20115-----NVY------22-","WFA Ladies Multi Pleat Skirt Navy 22","4",""
"BIZ","","BIZWFA20115-----NVY------24-","WFA Ladies Multi Pleat Skirt Navy 24","0",""
"BIZ","","BIZWFA20115-----NVY------26-","WFA Ladies Multi Pleat Skirt Navy 26","0",""
"BIZ","","BIZWFA20115-----NVY------6--","WFA Ladies Multi Pleat Skirt Navy 6","0",""
"BIZ","","BIZWFA20115-----NVY------8--","WFA Ladies Multi Pleat Skirt Navy 8","5",""
"BIZ","","BIZWFABS10110R--NVY------102","WFA Mens Trousers Navy 102R","2",""
"BIZ","","BIZWFABS10110R--NVY------72-","WFA Mens Trousers Navy 72R","0",""
"BIZ","","BIZWFABS10110R--NVY------77-","WFA Mens Trousers Navy 77R","2",""
"BIZ","","BIZWFABS10110R--NVY------82-","WFA Mens Trousers Navy 82R","12",""
"BIZ","","BIZWFABS10110R--NVY------87-","WFA Mens Trousers Navy 87R","19",""
