"6"," Market sector productivity","","","","","","",""
""," United Kingdom","","","","","","",""
"","","","","","","",""," Seasonally adjusted (2019=100)"
"","",""," Output per worker","","",""," Output per hour worked",""
"","",""," ","","","","",""
"","",""," Per cent "," Per cent ","",""," Per cent "," Per cent "
"","","","change on ","change on ","","","change on ","change on "
"","","","quarter a ","previous ","","","quarter a ","previous "
"",""," Index","year ago ","quarter",""," Index","year ago ","quarter"
"","","GYY4","GYY5","GYY6","","GYY7","GYY8","GYY9"
"","1993","73.1","","","","71","",""
"","1994","75.8","","","","72.3","",""
"","1995","76.9","","","","73.4","",""
"","1996","77.5","","","","74","",""
"","1997","78.7","","","","75.3","",""
"","1998","80.6","","","","77.4","",""
"","1999","82.1","","","","79.4","",""
"","2000","85.2","","","","83","",""
"","2001","85.9","","","","83.6","",""
"","2002","87.7","","","","86.3","",""
"","2003","90.2","","","","89.2","",""
"","2004","91.7","","","","90.9","",""
"","2005","93.7","","","","92.7","",""
"","2006","95.7","","","","95","",""
"","2007","97.4","","","","96.6","",""
"","2008","96.5","","","","96.1","",""
"","2009","93.5","","","","94.5","",""
"","2010","95.8","","","","96.5","",""
"","2011","96.2","","","","97.1","",""
"","2012","96.1","","","","96.5","",""
"","2013","97.1","","","","96.9","",""
"","2014","97.6","","","","97.1","",""
"","2015","97.7","","","","97.4","",""
"","2016","98.3","","","","98.1","",""
"","2017","99.4","","","","99.3","",""
"","2018","99.4","","","","99.7","",""
"","2019","100","","","","100","",""
"","2020","91.3","","","","103","",""
"","","","","","","","",""
"","1992 Q1","","","","","","",""
"","Q2","70","","","","","",""
"","Q3","70.8","","1.2","","","",""
"","Q4","71.8","","1.4","","","",""
"","1993 Q1","72.4","","0.8","","","",""
"","Q2","72.7","3.9","0.4","","","",""
"","Q3","73.4","3.6","0.9","","","",""
"","Q4","73.8","2.8","0.6","","71","",""
"","1994 Q1","74.7","3.2","1.2","","71.6","","0.8"
"","Q2","75.6","4","1.2","","72.3","","1"
"","Q3","76.2","3.8","0.7","","72.6","","0.4"
"","Q4","76.7","3.9","0.7","","72.7","2.4","0.1"
"","1995 Q1","76.8","2.8","0.1","","73.1","2","0.5"
"","Q2","76.8","1.6","0","","73.2","1.2","0.2"
"","Q3","77.1","1.2","0.4","","73.8","1.6","0.7"
"","Q4","76.9","0.2","-0.3","","73.5","1.1","-0.3"
"","1996 Q1","77.1","0.4","0.3","","73.5","0.6","0"
"","Q2","77.3","0.7","0.3","","73.8","0.7","0.3"
"","Q3","77.7","0.8","0.5","","74.2","0.6","0.6"
"","Q4","77.8","1.2","0.1","","74.5","1.4","0.4"
"","1997 Q1","78.1","1.4","0.4","","74.7","1.6","0.2"
"","Q2","78.5","1.5","0.4","","74.9","1.6","0.3"
