"green","","","red","",""
"clone size","cumulative probability","dashed line","clone size","cumulative probability","dashed line"
"1","0.92307692307692","0.92551943776306","1","0.88636363636364","0.86433393905362"
"1.11929138383","0.92307692307692","0.91666331589337","1.1459143175966","0.88636363636364","0.85769830658789"
"1.2528132019161","0.92307692307692","0.90703804662288","1.3131196232729","0.88636363636364","0.85084648325031"
"1.4022630224531","0.92307692307692","0.89661471015979","1.5047225770255","0.88636363636364","0.8437777746971"
"1.5695409188952","0.92307692307692","0.88536800807132","1.7242831450245","0.88636363636364","0.83649186003625"
"1.756773627088","0.92307692307692","0.87327684186087","1.9758807434741","0.88636363636364","0.82898880435033"
"1.9663415841393","0.92307692307692","0.86032487404737","2.2641900338104","0.81818181818182","0.82126907019757"
"2.2009091927938","0.84615384615385","0.84650105987225","2.5945677775029","0.81818181818182","0.81333352800803"
"2.4634586960863","0.84615384615385","0.83180013753058","2.9731523642155","0.81818181818182","0.80518346529508"
"2.7573280929505","0.84615384615385","0.81622306489331","3.4069778625508","0.78409090909091","0.79682059460664"
"3.0862535768319","0.75824175824176","0.79977739107768","3.9041047124317","0.78409090909091","0.78824706014541"
"3.4544170368624","0.75824175824176","0.78247755194259","4.4737694873719","0.77272727272727","0.77946544299267"
"3.8664992255156","0.75824175824176","0.76434507963329","5.1265565092064","0.76136363636364","0.77047876487601"
"4.327739268705","0.73626373626374","0.74540871766564","5.8745945038678","0.76136363636364","0.76129049042806"
"4.8440012749242","0.73626373626374","0.72570443469882","6.7317819520565","0.76136363636364","0.75190452788992"
"5.4218488902842","0.67032967032967","0.70527533206557","7.7140453218001","0.75","0.74232522822047"
"6.0686287473233","0.67032967032967","0.68417144226463","8.83963498084","0.73863636363636","0.73255738258078"
"6.792563868542","0.67032967032967","0.66244941791829","10.129464286872","0.71590909090909","0.72260621817063"
"7.602858212174","0.63736263736264","0.64017211309783","11.607498155911","0.71590909090909","0.71247739240288"
"8.5098136893674","0.6043956043956","0.61740806135427","13.301198328335","0.69318181818182","0.70217698541018"
"9.5249611405075","0.56043956043956","0.59423085719031","15.242033605631","0.69318181818182","0.69171149088734"
"10.661206935886","0.56043956043956","0.57071845000174","17.466064537982","0.68181818181818","0.6810878052819"
"11.932997064565","0.52747252747253","0.54695236163115","20.01461342614","0.67045454545455","0.67031321535456"
"13.356500797637","0.50549450549451","0.52301684055039","22.935032086175","0.64772727272727","0.65939538414024"
"14.949816260913","0.50549450549451","0.49899796725935","26.281581642086","0.63636363636364","0.64834233534994"
"16.733200530682","0.4945054945055","0.47498272670932","30.116440692751","0.61363636363636","0.63716243626224"
"18.729327177891","0.46153846153846","0.45105806438923","34.510860584873","0.61363636363636","0.62586437916235"
"20.963574535147","0.41758241758242","0.42730994312541","39.546489256787","0.56818181818182","0.61445716139518"
"23.464348351467","0.40659340659341","0.40382241762776","45.316888250034","0.52272727272727","0.60295006410702"
"26.263442936983","0.3956043956044","0.38067674336692","51.92927107464","0.48863636363636","0.59135262975852"
"29.396445389076","0.37362637362637","0.35795053550334","59.506495226786","0.45454545454545","0.57967463849889"
"32.903188039222","0.31868131868132","0.3357169923378","68.189344870369","0.38636363636364","0.56792608349831"
"36.828254872839","0.26373626373626","0.31404419615405","78.13914659449","0.36363636363636","0.55611714534192"
"41.221548360664","0.25274725274725","0.29299450242872","89.540766847408","0.34090909090909","0.5442581655945"
"46.138923908222","0.20879120879121","0.27262402625121","102.60604673903","0.31818181818182","0.53235961965009"
"51.642899989661","0.18681318681319","0.25298223249271","117.57773803024","0.27272727272727","0.52043208898533"
"57.803452994421","0.17582417582418","0.23411163385898","134.73401343948","0.25","0.50848623293884"
"64.698906892278","0.10989010989011","0.21604759852729","154.39363506755","0.20454545454546","0.49653276014218"
"72.416929027746","0.065934065934066","0.19881826667408","176.9218769697","0.18181818181818","0.48458239972984"
"81.055644704184","0.032967032967033","0.18244457291294","202.73731191564","0.15909090909091","0.47264587245724"
"90.724884728178","0.021978021978022","0.16694036954258","232.31958843519","0.13636363636364","0.46073386185645"
"101.54758177522","0.010989010989011","0.15231264360545","266.21834264604","0.125","0.44885698555861"
"113.66133332978","0.010989010989011","0.13856181912121","305.06341044494","0.11363636363636","0.43702576691167"
"127.22015107065","0.010989010989011","0.12568213451992","349.57652980371","0.11363636363636","0.42525060701959"
"142.39641894292","0.010989010989011","0.1136620842791","400.58475059782","0.11363636363636","0.41354175732687"
"159.38308481106","0.010989010989011","0.10248491307656","459.03580112091","0.090909090909091","0.40190929286881"
"178.39611355727","0.010989010989011","0.092129150408226","526.01569679389","0.090909090909091","0.39036308630367"
"199.6772328134","0.010989010989011","0.082569173575178","602.76891823668","0.068181818181818","0.37891278283807"
"223.49700623506","0.010989010989011","0.073775787197691","690.72153360964","0.045454545454546","0.36756777615158"
"250.1582733907","0.010989010989011","0.065716807937688","791.50769483559","0.022727272727273","0.35633718542012"
"280","0.010989010989011","0.058357643870895","907","0.011363636363637","0.34522983353125"
"313.4015874724","3.816391647149E-17","0.051661858906376","1039.3442860601","2.9837243786801E-16","0.33425422657697"
