"","Consumer Price Index for All Urban Consumers (CPI-U): Selected areas, all items index, March 2024","","","","","","","","","","","","","","","","","","","","",""
"","[1982-84=100, unless otherwise noted]","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"Indent Level","Area","Pricing
Schedule(1)","Unadjusted indexes","","","","","","","","","","","","","","Percent change to Mar. 2024 from:","","","","",""
"","","","Feb.
2023","Mar.
2023","Apr.
2023","May
2023","Jun.
2023","Jul.
2023","Aug.
2023","Sep.
2023","Oct.
2023","Nov.
2023","Dec.
2023","Jan.
2024","Feb.
2024","Mar.
2024","Mar.
2023","Jan.
2024","Feb.
2024","Feb.
2023","Dec.
2023","Jan.
2024"
"","","","","","","","","","","","","","","","","","","","","","",""
"0","U.S. city average","M","300.840","301.836","303.363","304.127","305.109","305.691","307.026","307.789","307.671","307.051","306.746","308.417","310.326","312.332","03.5","01.3","00.6","03.2","01.2","00.6"
"","","","","","","","","","","","","","","","","","","","","","",""
"0","Region and area size(2)","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Northeast","M","311.986","311.243","311.848","312.241","313.329","313.952","315.441","316.373","316.300","316.252","316.143","318.133","319.577","321.741","03.4","01.1","00.7","02.4","01.1","00.5"
"2","Northeast - Size Class A","M","314.914","314.624","314.883","315.599","316.672","317.576","319.371","320.262","320.051","319.788","320.124","322.713","323.953","325.503","03.5","00.9","00.5","02.9","01.2","00.4"
"2","Northeast - Size Class B/C(3)","M","184.308","183.514","184.143","184.128","184.790","184.946","185.600","186.188","186.251","186.389","185.979","186.808","187.790","189.446","03.2","01.4","00.9","01.9","01.0","00.5"
"2","New England(4)","M","119.083","119.099","119.459","119.166","119.462","119.390","119.875","120.174","120.315","120.745","120.579","121.182","121.624","122.807","03.1","01.3","01.0","02.1","00.9","00.4"
"2","Middle Atlantic(4)","M","119.859","119.465","119.651","119.962","120.423","120.775","121.377","121.756","121.666","121.486","121.489","122.321","122.922","123.601","03.5","01.0","00.6","02.6","01.2","00.5"
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Midwest","M","278.672","280.330","281.927","282.656","283.741","284.640","285.122","285.276","284.981","284.539","283.908","284.731","286.346","288.301","02.8","01.3","00.7","02.8","00.9","00.6"
"2","Midwest - Size Class A","M","277.090","278.882","280.827","281.840","282.753","284.803","283.896","284.190","284.180","283.400","283.197","284.072","285.912","288.104","03.3","01.4","00.8","03.2","01.0","00.6"
"2","Midwest - Size Class B/C(3)","M","179.052","180.059","180.940","181.292","182.056","182.165","183.036","183.078","182.774","182.628","182.050","182.558","183.505","184.667","02.6","01.2","00.6","02.5","00.8","00.5"
"2","East North Central(4)","M","120.738","121.651","122.432","122.832","123.181","123.558","123.424","123.278","123.157","123.038","122.867","123.327","123.920","124.812","02.6","01.2","00.7","02.6","00.9","00.5"
"2","West North Central(4)","M","121.216","121.506","122.002","122.132","122.874","123.293","124.262","124.800","124.658","124.305","123.803","123.930","124.871","125.620","03.4","01.4","00.6","03.0","00.9","00.8"
"","","","","","","","","","","","","","","","","","","","","","",""
"1","South","M","292.285","293.358","295.315","295.889","296.789","297.279","298.975","299.657","299.394","298.930","298.754","300.421","303.144","304.490","03.8","01.4","00.4","03.7","01.5","00.9"
"2","South - Size Class A","M","297.391","298.969","300.758","302.034","302.839","303.148","304.961","306.034","305.774","305.824","305.927","306.838","309.562","310.723","03.9","01.3","00.4","04.1","01.2","00.9"
"2","South - Size Class B/C(3)","M","184.804","185.325","186.628","186.768","187.373","187.743","188.787","189.097","188.928","188.467","188.266","189.599","191.338","192.264","03.7","01.4","00.5","03.5","01.6","00.9"
"2","South Atlantic(4)","M","123.943","124.513","125.328","125.605","125.949","126.136","126.873","127.251","127.150","126.979","126.951","127.550","128.774","129.338","03.9","01.4","00.4","03.9","01.4","01.0"
"2","East South Central(4)","M","120.973","121.282","122.069","122.567","123.082","123.385","123.838","123.999","123.920","123.556","123.186","124.107","125.231","126.131","04.0","01.6","00.7","03.5","01.7","00.9"
"2","West South Central(4)","M","120.727","121.013","121.862","121.902","122.274","122.467","123.258","123.429","123.284","123.129","123.115","123.913","124.901","125.314","03.6","01.1","00.3","03.5","01.5","00.8"
"","","","","","","","","","","","","","","","","","","","","","",""
"1","West","M","319.130","320.715","322.187","323.525","324.448","324.865","326.234","327.491","327.708","326.299","325.932","328.053","329.339","332.202","03.6","01.3","00.9","03.2","01.0","00.4"
"2","West - Size Class A","M","328.569","329.536","331.296","332.600","333.674","333.779","335.462","336.532","336.826","335.522","335.308","337.095","339.135","341.299","03.6","01.2","00.6","03.2","01.1","00.6"
