"luminal","","","","basal","",""
"estrous cycle no.","variance","error bar","","estrous cycle no.","variance","error bar"
"7.4510344349453","0.77874883245318","0.10314780266109","","7.4510344349453","0.46637703957258","0.098320912897057"
"5.98347392937109","0.65688825496821","0.061794848964468","","5.9834739293711","0.45230513671825","0.098701072677559"
"4.8412599520656","0.68549261812026","0.10275968797078","","4.8412599520656","0.104248376424","0.0321717474206653"
"2.0220663648039","0.26643576411511","0.031291293578048","","2.0220663648039","0.20097380974356","0.068933448043441"
"23.442184928531","3.0141111454352","0.4922022889568","","23.442184928531","1.286279277727","0.54847132688956"
"28.527784710786","3.6490942725373","0.46721864523668","","28.527784710786","2.2152967540894","0.66793710296425"
"18.389901012533","1.9353991757376","0.28851227470309","","18.389901012533","1.2828082838641","0.46841535601791"
"33.018216589668","3.9811037823406","0.6036133977354","","33.018216589668","0.17859778714641","0.11295515848972"
"39.381456816139","5.2075221485367","0.80836421064283","","39.381456816139","1.7441254385725","0.9322742615279"
"27.365690085839","2.2652379058627","0.75507930195424","","27.365690085839","0.133239723189","0.18842942358072"
"35.924177334502","4.9059592329623","0.6441840066355","","35.924177334502","1.7816838988871","0.83989384455595"
"32.500082477675","4.3751981625401","0.83431755370362","","32.500082477675","2.3279104316923","1.041073194159"
"44.032364076513","6.6906844639376","0.97593663244736","","44.032364076513","2.2866751349801","1.2222792728501"
"41.079378200278","4.7369115886628","1.1488698128982","","41.079378200278","1.7426975845044","0.93151104142488"
"53.670181539805","7.3952823787622","2.7951540070433","","53.670181539805","0.52544158901578","0.42902126090862"
"54.429140503102","6.5994569919915","1.6762637522304","","54.429140503102","1.9992942030574","1.632416881065"
"34.485652726926","2.7067033088526","0.8781705146828","","34.485652726926","5.8928236585224","2.635350855975"
"38.385977064949","3.2037392438305","1.3660790036025","","","",""
