"Quantification of wild-type confetti clone sizes during estrus and diestrus used for Extended Data Figure 6b","","","","","","","","",""
"","","","","","","","","",""
"Estrus","","","Diestrus","","","","","",""
"Luminal","Basal","","Luminal","Basal","","","","",""
"1","2","","67","105","","","","",""
"1","2","","128","12","","","","",""
"1","3","","85","25","","","","",""
"1","1","","35","10","","","","",""
"1","6","","76","76","","","","",""
"1","2","","216","2","","","","",""
"1","2","","23","70","","","","",""
"2","7","","203","19","","","","",""
"2","2","","1","66","","","","",""
"2","2","","1","","","","","",""
"3","1","","4","","","","","",""
"3","2","","75","","","","","",""
"3","3","","216","","","","","",""
"4","1","","15","","","","","",""
"4","1","","11","","","","","",""
"5","1","","9","","","","","",""
"6","1","","56","","","","","",""
"7","1","","10","","","","","",""
"9","1","","10","","","","","",""
"10","1","","15","","","","","",""
"15","1","","20","","","","","",""
"21","1","","25","","","","","",""
"31","1","","26","","","","","",""
"1","1","","29","","","","","",""
"2","1","","31","","","","","",""
"2","1","","36","","","","","",""
"3","1","","42","","","","","",""
"5","1","","55","","","","","",""
"12","2","","60","","","","","",""
"12","2","","65","","","","","",""
"15","2","","70","","","","","",""
"20","2","","77","","","","","",""
"23","2","","115","","","","","",""
"31","2","","135","","","","","",""
"48","2","","145","","","","","",""
"50","2","","187","","","","","",""
"1","2","","255","","","","","",""
"1","2","","330","","","","","",""
"1","2","","350","","","","","",""
"1","2","","365","","","","","",""
"1","2","","423","","","","","",""
"1","2","","483","","","","","",""
"2","2","","98","","","","","",""
"2","2","","","","","","","",""
"2","2","","","","","","","",""
"2","2","","","","","","","",""
"2","2","","","","","","","",""
"2","2","","","","","","","",""
"3","2","","","","","","","",""
"4","2","","","","","","","",""
"4","2","","","","","","","",""
"4","2","","","","","","","",""
"4","2","","","","","","","",""
"5","2","","","","","","","",""
"5","2","","","","","","","",""
"5","2","","","","","","","",""
"6","2","","","","","","","",""
"6","2","","","","","","","",""
"6","3","","","","","","","",""
"7","3","","","","","","","",""
"7","3","","","","","","","",""
"9","3","","","","","","","",""
"10","3","","","","","","","",""
"11","3","","","","","","","",""
"11","3","","","","","","","",""
"14","3","","","","","","","",""
"15","3","","","","","","","",""
"17","3","","","","","","","",""
"24","3","","","","","","","",""
"25","3","","","","","","","",""
"25","3","","","","","","","",""
"35","4","","","","","","","",""
"42","4","","","","","","","",""
"63","4","","","","","","","",""
"63","4","","","","","","","",""
"70","4","","","","","","","",""
"1","5","","","","","","","",""
"1","5","","","","","","","",""
"2","5","","","","","","","",""
"2","5","","","","","","","",""
"2","5","","","","","","","",""
"2","5","","","","","","","",""
"2","5","","","","","","","",""
"2","6","","","","","","","",""
"2","6","","","","","","","",""
"2","6","","","","","","","",""
"2","6","","","","","","","",""
"2","7","","","","","","","",""
"3","7","","","","","","","",""
"3","7","","","","","","","",""
"3","8","","","","","","","",""
"3","9","","","","","","","",""
"3","9","","","","","","","",""
"3","10","","","","","","","",""
"3","11","","","","","","","",""
"4","21","","","","","","","",""
"4","25","","","","","","","",""
"4","33","","","","","","","",""
"4","2","","","","","","","",""
"4","6","","","","","","","",""
"4","6","","","","","","","",""
"4","","","","","","","","",""
"4","","","","","","","","",""
"4","","","","","","","","",""
"4","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"6","","","","","","","","",""
"7","","","","","","","","",""
"7","","","","","","","","",""
"7","","","","","","","","",""
"7","","","","","","","","",""
"8","","","","","","","","",""
"8","","","","","","","","",""
"8","","","","","","","","",""
"8","","","","","","","","",""
"8","","","","","","","","",""
"8","","","","","","","","",""
"9","","","","","","","","",""
"9","","","","","","","","",""
"9","","","","","","","","",""
"10","","","","","","","","",""
"11","","","","","","","","",""
"11","","","","","","","","",""
"12","","","","","","","","",""
"12","","","","","","","","",""
"12","","","","","","","","",""
"12","","","","","","","","",""
"12","","","","","","","","",""
"12","","","","","","","","",""
"13","","","","","","","","",""
"13","","","","","","","","",""
"14","","","","","","","","",""
"15","","","","","","","","",""
"15","","","","","","","","",""
"15","","","","","","","","",""
"15","","","","","","","","",""
"16","","","","","","","","",""
"17","","","","","","","","",""
"18","","","","","","","","",""
"21","","","","","","","","",""
"21","","","","","","","","",""
"23","","","","","","","","",""
"26","","","","","","","","",""
"26","","","","","","","","",""
"38","","","","","","","","",""
"40","","","","","","","","",""
"4","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"5","","","","","","","","",""
"16","","","","","","","","",""
"20","","","","","","","","",""
"26","","","","","","","","",""
"53","","","","","","","","",""
"1","","","","","","","","",""
"1","","","","","","","","",""
"1","","","","","","","","",""
