"Quantification of luminal and basal wild-type confetti clones and Brca1;Trp53 confetti clones in the ducts and side branches used for Extended Data Figure 9e","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"e","225 days Brca","Duct","Side branch","","225 days normal","Duct","Side branch","","","","","","","","","","","","","","","",""
"","","858","3823","","","2","8","","Transformed Luminal","","","","","","","","","","","","","",""
"","","40","10328","","","2","1","","Basal cells","","","","","","","","","","","","","",""
"","","1755","100","","","2","1","","Transformed Basal","","","","","","","","","","","","","",""
"","","78","723","","","2","1","","","","","","","","","","","","","","","",""
"","","55","1954","","","2","1","","","","","","","","","","","","","","","",""
"","","290","1697","","","3","1","","","","","","","","","","","","","","","",""
"","","7","8571","","","3","2","","","","","","","","","","","","","","","",""
"","","3","926","","","3","2","","","","","","","","","","","","","","","",""
"","","30","3214","","","3","2","","","","","","","","","","","","","","","",""
"","","2","109","","","3","2","","","","","","","","","","","","","","","",""
"","","3","4334","","","3","4","","","","","","","","","","","","","","","",""
"","","20","1013","","","4","4","","","","","","","","","","","","","","","",""
"","","5","18000","","","4","4","","","","","","","","","","","","","","","",""
"","","37","951","","","4","5","","","","","","","","","","","","","","","",""
"","","27","1809","","","4","5","","","","","","","","","","","","","","","",""
"","","20","3557","","","5","5","","","","","","","","","","","","","","","",""
"","","62","338","","","5","5","","","","","","","","","","","","","","","",""
"","","6","2578","","","6","5","","","","","","","","","","","","","","","",""
"","","102","2448","","","6","7","","","","","","","","","","","","","","","",""
"","","99","1071","","","6","7","","","","","","","","","","","","","","","",""
"","","472","1157","","","6","7","","","","","","","","","","","","","","","",""
"","","39","2931","","","7","7","","","","","","","","","","","","","","","",""
"","","67","2443","","","7","8","","","","","","","","","","","","","","","",""
"","","300","221","","","7","8","","","","","","","","","","","","","","","",""
"","","878","25","","","7","8","","","","","","","","","","","","","","","",""
"","","504","37","","","7","8","","","","","","","","","","","","","","","",""
"","","57","35","","","7","9","","","","","","","","","","","","","","","",""
"","","209","45","","","8","9","","","","","","","","","","","","","","","",""
"","","1","","","","8","10","","","","","","","","","","","","","","","",""
"","","3","","","","8","10","","","","","","","","","","","","","","","",""
"","","71","","","","9","10","","","","","","","","","","","","","","","",""
"","","18","","","","10","10","","","","","","","","","","","","","","","",""
"","","19","","","","10","10","","","","","","","","","","","","","","","",""
"","","488","","","","10","12","","","","","","","","","","","","","","","",""
"","","4","","","","11","12","","","","","","","","","","","","","","","",""
"","","1","","","","11","12","","","","","","","","","","","","","","","",""
"","","1","","","","11","15","","","","","","","","","","","","","","","",""
"","","2","","","","12","19","","","","","","","","","","","","","","","",""
"","","809","","","","13","20","","","","","","","","","","","","","","","",""
"","","541","","","","13","20","","","","","","","","","","","","","","","",""
"","","493","","","","13","31","","","","","","","","","","","","","","","",""
"","","177","","","","13","33","","","","","","","","","","","","","","","",""
"","","31","","","","14","36","","","","","","","","","","","","","","","",""
"","","855","","","","14","37","","","","","","","","","","","","","","","",""
"","","439","","","","15","41","","","","","","","","","","","","","","","",""
"","","316","","","","15","42","","","","","","","","","","","","","","","",""
"","","667","","","","16","55","","","","","","","","","","","","","","","",""
"","","857","","","","16","77","","","","","","","","","","","","","","","",""
"","","3","","","","17","135","","","","","","","","","","","","","","","",""
"","","10","","","","17","187","","","","","","","","","","","","","","","",""
"","","717","","","","17","216","","","","","","","","","","","","","","","",""
"","","1007","","","","19","423","","","","","","","","","","","","","","","",""
"","","3","","","","19","1","","","","","","","","","","","","","","","",""
"","","16","","","","20","2","","","","","","","","","","","","","","","",""
"","","136","","","","20","2","","","","","","","","","","","","","","","",""
"","","300","","","","20","3","","","","","","","","","","","","","","","",""
"","","8","","","","20","3","","","","","","","","","","","","","","","",""
"","","4","","","","22","3","","","","","","","","","","","","","","","",""
"","","2","","","","23","4","","","","","","","","","","","","","","","",""
"","","572","","","","24","4","","","","","","","","","","","","","","","",""
"","","4749","","","","24","4","","","","","","","","","","","","","","","",""
"","","730","","","","26","5","","","","","","","","","","","","","","","",""
"","","8","","","","26","5","","","","","","","","","","","","","","","",""
"","","9","","","","26","5","","","","","","","","","","","","","","","",""
"","","70","","","","29","6","","","","","","","","","","","","","","","",""
"","","1911","","","","31","6","","","","","","","","","","","","","","","",""
"","","647","","","","35","7","","","","","","","","","","","","","","","",""
"","","318","","","","35","7","","","","","","","","","","","","","","","",""
"","","717","","","","36","7","","","","","","","","","","","","","","","",""
"","","561","","","","37","7","","","","","","","","","","","","","","","",""
"","","476","","","","40","8","","","","","","","","","","","","","","","",""
"","","253","","","","41","8","","","","","","","","","","","","","","","",""
"","","619","","","","44","9","","","","","","","","","","","","","","","",""
"","","474","","","","51","10","","","","","","","","","","","","","","","",""
"","","7","","","","55","10","","","","","","","","","","","","","","","",""
"","","8","","","","56","10","","","","","","","","","","","","","","","",""
"","","359","","","","65","10","","","","","","","","","","","","","","","",""
"","","455","","","","67","11","","","","","","","","","","","","","","","",""
"","","491","","","","75","37","","","","","","","","","","","","","","","",""
"","","238","","","","76","51","","","","","","","","","","","","","","","",""
"","","634","","","","85","1","","","","","","","","","","","","","","","",""
"","","175","","","","115","2","","","","","","","","","","","","","","","",""
"","","112","","","","128","133","","","","","","","","","","","","","","","",""
"","","935","","","","145","7","","","","","","","","","","","","","","","",""
"","","552","","","","203","2","","","","","","","","","","","","","","","",""
