"Table 1.  Areal reduction factors by region in Florida.","","","","","","","",""
"[ARF, Areal reduction factor; PRISM, Parameter-elevation Relationships on Independent Slopes Model]","","","","","","","",""
"","","","","","","","",""
"ARF region1","Duration","2Area (km2)","ARF","ARF standard deviation","","","",""
"1","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.988","0.007","","","",""
"","","472.8","0.973","0.013","","","",""
"","","926.7","0.958","0.019","","","",""
"","","1531.9","0.943","0.023","","","",""
"","","2288.4","0.931","0.026","","","",""
"","","3196.1","0.920","0.028","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.991","0.005","","","",""
"","","472.8","0.980","0.010","","","",""
"","","926.7","0.969","0.014","","","",""
"","","1531.9","0.960","0.017","","","",""
"","","2288.4","0.952","0.019","","","",""
"","","3196.1","0.945","0.020","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.991","0.005","","","",""
"","","472.8","0.981","0.010","","","",""
"","","926.7","0.971","0.013","","","",""
"","","1531.9","0.963","0.015","","","",""
"","","2288.4","0.955","0.017","","","",""
"","","3196.1","0.948","0.017","","","",""
"2","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.983","0.009","","","",""
"","","472.8","0.967","0.016","","","",""
"","","926.7","0.953","0.022","","","",""
"","","1531.9","0.940","0.027","","","",""
"","","2288.4","0.929","0.031","","","",""
"","","3196.1","0.920","0.034","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.988","0.007","","","",""
"","","472.8","0.976","0.012","","","",""
"","","926.7","0.966","0.017","","","",""
"","","1531.9","0.957","0.022","","","",""
"","","2288.4","0.950","0.025","","","",""
"","","3196.1","0.943","0.027","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.988","0.007","","","",""
"","","472.8","0.976","0.012","","","",""
"","","926.7","0.966","0.017","","","",""
"","","1531.9","0.957","0.021","","","",""
"","","2288.4","0.950","0.025","","","",""
"","","3196.1","0.944","0.028","","","",""
"3","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.980","0.012","","","",""
"","","472.8","0.960","0.021","","","",""
"","","926.7","0.944","0.029","","","",""
