" R1"," REVISIONS ANALYSIS","","","","","","",""
""," Revisions since previously published estimates","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"",""," Whole economy","","","","","",""
"",""," Output per worker",""," Output per job",""," Output per hour worked","",""
"","","","","","","","",""
"",""," Per cent "," Per cent "," Per cent "," Per cent "," Per cent "," Per cent ",""
"","","change on","change on","change on","change on","change on","change on",""
"","","quarter a ","previous ","quarter a ","previous ","quarter a ","previous ",""
"","","year ago ","quarter ","year ago ","quarter ","year ago ","quarter ",""
"","","","","","","","",""
"","Date","A4YN","A4YO","LNNP","DMWR","LZVD","TXBB",""
"","2016 Q3","0","0","0","0","0","0",""
"","Q4","0","0","0","0.1","0","0",""
"","2017 Q1","0","0","0","0.1","0","0",""
"","Q2","0","0","0","-0.1","0","0",""
"","Q3","0","0","0","-0.1","0","0",""
"","Q4","0","0","0","0.1","0","0",""
"","2018 Q1","0","0","0","0.1","0","0",""
"","Q2","0","0","0","-0.1","0","0",""
"","Q3","0","0","0","-0.1","0","0",""
"","Q4","0","0","0","0.2","0","0",""
"","2019 Q1","0","0","0","0.1","0","0",""
"","Q2","0","0","0","-0.2","0","0",""
"","Q3","0","0","0.1","0","0","0",""
"","Q4","0","0","0.1","0.2","0","0",""
"","2020 Q1","0","0","-0.1","0","0.1","0.1",""
"","Q2","0.2","0.1","0.2","0.2","0.2","0.2",""
"","Q3","0.3","0.1","0.5","0.3","0.4","0.1",""
"","Q4","0.8","0.4","0.8","0.5","0.8","0.4",""
"","2021 Q1","0.7","0","0.8","-0.1","0.8","0.1",""
"","Q2","0.7","-0.1","0.6","-0.1","0.6","0",""
"","","","","","","","",""
"","","","","","","","",""
"",""," Manufacturing","","","","","",""
"",""," Output per job",""," Output per hour worked","","","",""
"","","","","","","","",""
"",""," Per cent "," Per cent "," Per cent "," Per cent ","","",""
"","","change on","change on","change on","change on","","",""
"","","quarter a ","previous ","quarter a ","previous ","","",""
"","","year ago ","quarter ","year ago ","quarter ","","",""
"",""," "," "," "," ","","",""
"","Date","DJ4R","DJ4Q","DJK8","DJK7","","",""
"","2016 Q3","0","0","0","-0.1","","",""
"","Q4","0","0","0","0","","",""
"","2017 Q1","0","0","0","0","","",""
"","Q2","0","0","0","0","","",""
"","Q3","0","0","0","-0.1","","",""
"","Q4","0","0","-0.1","0.1","","",""
"","2018 Q1","0","0","0","0.1","","",""
"","Q2","0","0.1","0","-0.1","","",""
"","Q3","0","0","0","0","","",""
"","Q4","0","0","0","0","","",""
"","2019 Q1","0","0","0","0.1","","",""
"","Q2","0","0","0","-0.1","","",""
"","Q3","0","0","0","-0.1","","",""
"","Q4","-0.1","-0.1","-0.1","-0.1","","",""
"","2020 Q1","-0.2","-0.1","-0.2","0","","",""
"","Q2","-0.1","0.1","-0.1","0","","",""
"","Q3","-0.7","-0.7","-0.8","-0.8","","",""
"","Q4","-0.7","-0.1","-0.7","-0.1","","",""
"","2021 Q1","-0.2","0.4","-0.1","0.6","","",""
"","Q2","-0.5","-0.1","-0.6","-0.3","","",""
"","","","","","","","",""
"","","","","","","","",""
"",""," Services","","","","","",""
"",""," Output per job",""," Output per hour worked","","","",""
"","","","","","","","",""
"",""," Per cent "," Per cent "," Per cent "," Per cent ","","",""
"","","change on","change on","change on","change on","","",""
"","","quarter a ","previous ","quarter a ","previous ","","",""
"","","year ago ","quarter ","year ago ","quarter ","","",""
"","","","","","","","",""
"","Date","DJE5","DJE4","DJQ3","DJQ2","","",""
"","2016 Q3","0","0","0","0","","",""
"","Q4","0","0","-0.1","0","","",""
"","2017 Q1","0","0","0","0","","",""
"","Q2","0","0","0","0","","",""
"","Q3","0","0","0","0","","",""
"","Q4","0","0","0","0","","",""
"","2018 Q1","0","0","0","0","","",""
"","Q2","0","0","0","0.1","","",""
"","Q3","0","0","0","0","","",""
"","Q4","0","0","0","0","","",""
"","2019 Q1","0","-0.1","-0.1","0","","",""
"","Q2","-0.1","0","0","0","","",""
"","Q3","0","0.1","0","0","","",""
"","Q4","0","0","0","-0.1","","",""
"","2020 Q1","-0.3","-0.3","-0.2","-0.2","","",""
"","Q2","-0.1","0.1","-0.2","0.2","","",""
"","Q3","-0.2","0","-0.3","-0.1","","",""
"","Q4","-0.1","0.2","-0.1","0.1","","",""
"","2021 Q1","0.4","0.2","0.3","0.2","","",""
"","Q2","0.3","0","0.3","0.1","","",""
