"Inventory Protective Clothing, Boots & Shoes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Inventory - New Stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Polo Shirts","","","","","","","","Fleece","","","","","","","","Safety Boots","","","","","","","","","","","Safety Shoes","","","","","","","","","","","","","","","","","","","","",""
"","Date","S","M","L","XL","2xl","3xl","4xl","PS
Total","S","M","L","XL","2xl","3xl","4xl","F
Total","3","4","5","6","7","8","9","10","11","12","SB
Total","3","4","5","6","7","8","9","10","11","12","SS
Total","","","","","","","","","","",""
"","5-Feb-16","0","1","9","7","6","4","1","28","0","2","6","6","6","0","0","20","0","0","0","2","2","0","0","3","1","0","8","2","1","2","1","3","0","0","1","0","2","12","","","","","","","","","","",""
"","25-Feb-16","2","0","8","3","2","3","1","19","2","1","3","2","1","1","1","11","1","2","2","1","1","1","2","2","1","1","14","1","0","1","0","3","1","2","1","1","2","12","","","","","","","","","","",""
"","12-Mar-16","1","1","5","2","3","1","0","13","1","1","2","2","2","0","0","8","0","1","1","0","2","2","1","2","1","1","11","1","1","1","1","2","0","0","0","1","2","9","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
"","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","",""
