"Table 1: Employment rate by religion, England and Wales, 2012 to 2018","","","","","","","","Contents"
"","","","","","","","",""
"","","","","","","","","Percentage"
"","","2012","2013","2014","2015","2016","2017","2018"
"No religion","Estimate","72","73","74.1","75.7","75.8","76.8","77.3"
"","Lower 95% confidence limit","71.6","72.6","73.7","75.4","75.5","76.4","77"
"","Upper 95% confidence limit","72.3","73.3","74.4","76.1","76.2","77.1","77.6"
"Christian","Estimate","72","72.8","73.7","74.8","75.2","76.2","76"
"","Lower 95% confidence limit","71.7","72.5","73.4","74.5","74.9","75.9","75.7"
"","Upper 95% confidence limit","72.3","73.1","73.9","75","75.5","76.5","76.3"
"Buddhist","Estimate","66.1","60","66.4","69.8","69.4","66.2","69"
"","Lower 95% confidence limit","62.9","56.7","63.2","66.6","66.1","62.8","65.4"
"","Upper 95% confidence limit","69.4","63.3","69.7","72.9","72.6","69.6","72.6"
"Hindu","Estimate","68.9","69.4","73.2","72.6","73.3","74.4","76.2"
"","Lower 95% confidence limit","67.1","67.6","71.5","70.9","71.5","72.6","74.4"
"","Upper 95% confidence limit","70.7","71.1","74.9","74.3","75","76.2","78"
"Jewish","Estimate","71.6","69.5","73.1","77.2","79.1","78.1","74.4"
"","Lower 95% confidence limit","68.2","65.9","69.7","73.9","75.7","74.7","70.8"
"","Upper 95% confidence limit","75.1","73","76.5","80.6","82.5","81.5","77.9"
"Muslim","Estimate","47.1","47.8","50.2","51.4","53.4","53.2","55.4"
"","Lower 95% confidence limit","46","46.7","49.1","50.3","52.3","52.1","54.3"
"","Upper 95% confidence limit","48.2","48.9","51.3","52.5","54.5","54.4","56.5"
"Sikh","Estimate","67.7","68.7","68.9","68.3","71.3","71.4","73.6"
"","Lower 95% confidence limit","65.1","66.1","66.2","65.4","68.6","68.7","70.8"
"","Upper 95% confidence limit","70.3","71.4","71.5","71.2","74","74.1","76.3"
"Any other religion","Estimate","68","69.8","68.9","70.5","71.2","73.4","73.3"
"","Lower 95% confidence limit","66.1","68","67.2","68.8","69.5","71.7","71.6"
"","Upper 95% confidence limit","69.9","71.6","70.7","72.2","72.9","75.1","75.1"
"","","","","","","","","Source: Annual Population Survey"
"","","","","","","","",""
"This is the employment rate for people aged 16 to 64 in England and Wales.","","","","","","","",""
